id,ppg,gsr
568,1745,
569,1713,
570,1729,
571,1712,
572,1729,
573,1728,
574,1712,
575,1696,
576,1713,
577,1745,
578,1729,
579,1713,
580,1712,
581,1712,
582,1696,
583,1697,
584,1712,
585,1713,
586,1729,
587,1728,
588,1729,
589,1713,
590,1712,
591,1713,
592,1713,
593,1697,
594,1697,
595,1696,
596,1681,
597,1696,
598,1680,
599,1681,
600,1696,
601,,0
602,,1249
603,,1248
604,,1248
605,,1249
606,,1248
607,,1248
608,,1233
609,,1232
610,,1232
611,,1232
612,,1232
613,,1232
614,,1232
615,,1233
616,,1233
617,,1216
618,,1217
619,,1216
620,,1216
621,,1217
622,,1217
623,,1217
624,,1216
625,,1217
626,,1201
627,,1201
628,,1200
629,,1201
630,,1200
631,,1200
632,,1200
633,,1201
634,,1201
635,,1201
636,,1200
637,,1200
638,,1185
639,,1184
640,,1185
641,,1185
642,,1185
643,,1185
644,,1184
645,,1185
646,,1184
647,,1184
648,,1185
649,,1184
650,,1185
651,1712,
652,1712,
653,1729,
654,1713,
655,1680,
656,1665,
657,1681,
658,1681,
659,1680,
660,1712,
661,1697,
662,1680,
663,1696,
664,1681,
665,1680,
666,1680,
667,1697,
668,1696,
669,1729,
670,1729,
671,1712,
672,1712,
673,1696,
674,1696,
675,1681,
676,1680,
677,1697,
678,1697,
679,1680,
680,1681,
681,1680,
682,1697,
683,1696,
684,1681,
685,1697,
686,1712,
687,1697,
688,1696,
689,1697,
690,1696,
691,1697,
692,1697,
693,1712,
694,1713,
695,1696,
696,1680,
697,1680,
698,1681,
699,1681,
700,1696,
701,,0
702,,1185
703,,1169
704,,1168
705,,1168
706,,1169
707,,1169
708,,1168
709,,1169
710,,1168
711,,1168
712,,1168
713,,1169
714,,1169
715,,1169
716,,1169
717,,1169
718,,1168
719,,1169
720,,1168
721,,1169
722,,1169
723,,1168
724,,1169
725,,1153
726,,1153
727,,1152
728,,1152
729,,1152
730,,1153
731,,1152
732,,1153
733,,1152
734,,1153
735,,1153
736,,1152
737,,1152
738,,1153
739,,1153
740,,1153
741,,1152
742,,1152
743,,1153
744,,1152
745,,1152
746,,1137
747,,1152
748,,1153
749,,1152
750,,1152
751,1713,
752,1696,
753,1712,
754,1712,
755,1697,
756,1697,
757,1680,
758,1681,
759,1713,
760,1697,
761,1712,
762,1696,
763,1681,
764,1681,
765,1696,
766,1696,
767,1729,
768,1744,
769,1712,
770,1712,
771,1697,
772,1680,
773,1697,
774,1697,
775,1697,
776,1697,
777,1697,
778,1696,
779,1696,
780,1697,
781,1712,
782,1729,
783,1744,
784,1712,
785,1713,
786,1696,
787,1713,
788,1729,
789,1712,
790,1713,
791,1697,
792,1696,
793,1697,
794,1696,
795,1696,
796,1712,
797,1697,
798,1712,
799,1697,
800,1697,
801,,0
802,,1136
803,,1153
804,,1152
805,,1153
806,,1137
807,,1137
808,,1137
809,,1136
810,,1137
811,,1137
812,,1137
813,,1136
814,,1137
815,,1137
816,,1136
817,,1137
818,,1136
819,,1137
820,,1137
821,,1136
822,,1136
823,,1137
824,,1136
825,,1136
826,,1137
827,,1136
828,,1137
829,,1136
830,,1137
831,,1136
832,,1137
833,,1137
834,,1137
835,,1136
836,,1136
837,,1136
838,,1137
839,,1137
840,,1137
841,,1136
842,,1136
843,,1153
844,,1136
845,,1137
846,,1137
847,,1137
848,,1136
849,,1137
850,,1136
851,1697,
852,1696,
853,1713,
854,1713,
855,1696,
856,1680,
857,1697,
858,1696,
859,1696,
860,1713,
861,1712,
862,1681,
863,1664,
864,1664,
865,1680,
866,1697,
867,1680,
868,1696,
869,1680,
870,1665,
871,1697,
872,1713,
873,1712,
874,1697,
875,1681,
876,1680,
877,1697,
878,1696,
879,1697,
880,1697,
881,1696,
882,1696,
883,1696,
884,1696,
885,1680,
886,1664,
887,1680,
888,1680,
889,1664,
890,1665,
891,1664,
892,1696,
893,1697,
894,1697,
895,1680,
896,1713,
897,1713,
898,1713,
899,1696,
900,1681,
901,,0
902,,1136
903,,1136
904,,1137
905,,1136
906,,1137
907,,1137
908,,1137
909,,1137
910,,1136
911,,1137
912,,1136
913,,1136
914,,1136
915,,1137
916,,1137
917,,1136
918,,1137
919,,1137
920,,1136
921,,1136
922,,1137
923,,1136
924,,1136
925,,1136
926,,1136
927,,1136
928,,1136
929,,1137
930,,1137
931,,1136
932,,1137
933,,1136
934,,1136
935,,1137
936,,1137
937,,1136
938,,1137
939,,1137
940,,1136
941,,1137
942,,1136
943,,1136
944,,1137
945,,1153
946,,1136
947,,1153
948,,1137
949,,1153
950,,1137
951,1681,
952,1664,
953,1681,
954,1697,
955,1681,
956,1665,
957,1681,
958,1697,
959,1713,
960,1697,
961,1696,
962,1696,
963,1681,
964,1681,
965,1681,
966,1697,
967,1697,
968,1680,
969,1697,
970,1680,
971,1680,
972,1696,
973,1728,
974,1745,
975,1744,
976,1728,
977,1697,
978,1712,
979,1729,
980,1745,
981,1760,
982,1776,
983,1776,
984,1776,
985,1760,
986,1777,
987,1776,
988,1761,
989,1760,
990,1760,
991,1777,
992,1776,
993,1776,
994,1745,
995,1729,
996,1712,
997,1712,
998,1712,
999,1712,
1000,1713,
1001,,0
1002,,1152
1003,,1152
1004,,1153
1005,,1152
1006,,1153
1007,,1152
1008,,1153
1009,,1152
1010,,1152
1011,,1153
1012,,1152
1013,,1153
1014,,1153
1015,,1153
1016,,1153
1017,,1152
1018,,1153
1019,,1152
1020,,1153
1021,,1152
1022,,1152
1023,,1153
1024,,1152
1025,,1152
1026,,1153
1027,,1152
1028,,1152
1029,,1153
1030,,1153
1031,,1153
1032,,1153
1033,,1152
1034,,1152
1035,,1153
1036,,1153
1037,,1153
1038,,1153
1039,,1153
1040,,1153
1041,,1153
1042,,1152
1043,,1152
1044,,1153
1045,,1153
1046,,1169
1047,,1168
1048,,1168
1049,,1169
1050,,1168
1051,1728,
1052,1760,
1053,1745,
1054,1729,
1055,1729,
1056,1745,
1057,1745,
1058,1776,
1059,1777,
1060,1760,
1061,1744,
1062,1729,
1063,1729,
1064,1728,
1065,1744,
1066,1712,
1067,1712,
1068,1728,
1069,1744,
1070,1761,
1071,1776,
1072,1793,
1073,1792,
1074,1776,
1075,1745,
1076,1728,
1077,1745,
1078,1761,
1079,1761,
1080,1745,
1081,1744,
1082,1745,
1083,1745,
1084,1729,
1085,1728,
1086,1728,
1087,1744,
1088,1761,
1089,1792,
1090,1792,
1091,1809,
1092,1777,
1093,1760,
1094,1760,
1095,1760,
1096,1745,
1097,1760,
1098,1745,
1099,1729,
1100,1713,
1101,,0
1102,,1168
1103,,1168
1104,,1168
1105,,1168
1106,,1169
1107,,1169
1108,,1168
1109,,1168
1110,,1169
1111,,1169
1112,,1169
1113,,1169
1114,,1168
1115,,1168
1116,,1168
1117,,1169
1118,,1169
1119,,1168
1120,,1169
1121,,1169
1122,,1169
1123,,1169
1124,,1169
1125,,1169
1126,,1168
1127,,1168
1128,,1169
1129,,1168
1130,,1168
1131,,1169
1132,,1169
1133,,1169
1134,,1169
1135,,1169
1136,,1168
1137,,1169
1138,,1169
1139,,1169
1140,,1168
1141,,1168
1142,,1168
1143,,1168
1144,,1168
1145,,1168
1146,,1168
1147,,1184
1148,,1184
1149,,1185
1150,,1184
1151,1744,
1152,1745,
1153,1761,
1154,1744,
1155,1712,
1156,1745,
1157,1792,
1158,1808,
1159,1793,
1160,1761,
1161,1744,
1162,1728,
1163,1744,
1164,1745,
1165,1760,
1166,1760,
1167,1745,
1168,1744,
1169,1745,
1170,1729,
1171,1712,
1172,1745,
1173,1777,
1174,1809,
1175,1792,
1176,1793,
1177,1776,
1178,1761,
1179,1745,
1180,1745,
1181,1744,
1182,1761,
1183,1760,
1184,1745,
1185,1729,
1186,1729,
1187,1744,
1188,1728,
1189,1744,
1190,1776,
1191,1809,
1192,1792,
1193,1776,
1194,1744,
1195,1744,
1196,1761,
1197,1776,
1198,1744,
1199,1760,
1200,1745,
1201,,0
1202,,1184
1203,,1184
1204,,1185
1205,,1185
1206,,1185
1207,,1184
1208,,1185
1209,,1184
1210,,1185
1211,,1168
1212,,1169
1213,,1184
1214,,1184
1215,,1185
1216,,1169
1217,,1169
1218,,1184
1219,,1169
1220,,1184
1221,,1184
1222,,1169
1223,,1169
1224,,1169
1225,,1185
1226,,1169
1227,,1169
1228,,1168
1229,,1184
1230,,1169
1231,,1169
1232,,1168
1233,,1169
1234,,1169
1235,,1168
1236,,1168
1237,,1184
1238,,1169
1239,,1168
1240,,1168
1241,,1168
1242,,1169
1243,,1168
1244,,1168
1245,,1169
1246,,1169
1247,,1169
1248,,1169
1249,,1169
1250,,1169
1251,1744,
1252,1744,
1253,1760,
1254,1761,
1255,1776,
1256,1809,
1257,1808,
1258,1792,
1259,1777,
1260,1760,
1261,1744,
1262,1760,
1263,1777,
1264,1761,
1265,1744,
1266,1744,
1267,1744,
1268,1729,
1269,1777,
1270,1793,
1271,1809,
1272,1809,
1273,1776,
1274,1760,
1275,1761,
1276,1744,
1277,1761,
1278,1760,
1279,1760,
1280,1761,
1281,1777,
1282,1777,
1283,1744,
1284,1744,
1285,1776,
1286,1792,
1287,1793,
1288,1776,
1289,1761,
1290,1761,
1291,1745,
1292,1744,
1293,1761,
1294,1761,
1295,1745,
1296,1744,
1297,1745,
1298,1728,
1299,1760,
1300,1809,
1301,,0
1302,,1168
1303,,1169
1304,,1185
1305,,1168
1306,,1169
1307,,1169
1308,,1168
1309,,1168
1310,,1169
1311,,1169
1312,,1184
1313,,1169
1314,,1168
1315,,1169
1316,,1168
1317,,1168
1318,,1168
1319,,1169
1320,,1169
1321,,1168
1322,,1169
1323,,1168
1324,,1185
1325,,1168
1326,,1168
1327,,1169
1328,,1169
1329,,1168
1330,,1169
1331,,1168
1332,,1169
1333,,1169
1334,,1169
1335,,1184
1336,,1168
1337,,1169
1338,,1168
1339,,1169
1340,,1168
1341,,1169
1342,,1169
1343,,1168
1344,,1168
1345,,1169
1346,,1168
1347,,1168
1348,,1168
1349,,1169
1350,,1168
1351,1824,
1352,1808,
1353,1761,
1354,1744,
1355,1760,
1356,1760,
1357,1760,
1358,1761,
1359,1760,
1360,1745,
1361,1713,
1362,1712,
1363,1745,
1364,1792,
1365,1824,
1366,1840,
1367,1793,
1368,1745,
1369,1744,
1370,1745,
1371,1760,
1372,1776,
1373,1761,
1374,1745,
1375,1713,
1376,1728,
1377,1760,
1378,1808,
1379,1840,
1380,1824,
1381,1792,
1382,1776,
1383,1745,
1384,1745,
1385,1761,
1386,1777,
1387,1777,
1388,1760,
1389,1744,
1390,1761,
1391,1776,
1392,1809,
1393,1840,
1394,1809,
1395,1761,
1396,1744,
1397,1745,
1398,1744,
1399,1760,
1400,1777,
1401,,0
1402,,1168
1403,,1169
1404,,1168
1405,,1168
1406,,1168
1407,,1169
1408,,1169
1409,,1168
1410,,1169
1411,,1169
1412,,1168
1413,,1169
1414,,1169
1415,,1169
1416,,1169
1417,,1168
1418,,1169
1419,,1169
1420,,1169
1421,,1169
1422,,1168
1423,,1168
1424,,1169
1425,,1168
1426,,1169
1427,,1168
1428,,1168
1429,,1169
1430,,1168
1431,,1168
1432,,1168
1433,,1169
1434,,1169
1435,,1169
1436,,1169
1437,,1169
1438,,1168
1439,,1169
1440,,1169
1441,,1169
1442,,1169
1443,,1168
1444,,1168
1445,,1168
1446,,1169
1447,,1169
1448,,1168
1449,,1169
1450,,1168
1451,1776,
1452,1745,
1453,1729,
1454,1712,
1455,1745,
1456,1809,
1457,1840,
1458,1824,
1459,1776,
1460,1744,
1461,1744,
1462,1760,
1463,1745,
1464,1745,
1465,1761,
1466,1760,
1467,1760,
1468,1761,
1469,1808,
1470,1856,
1471,1856,
1472,1841,
1473,1808,
1474,1777,
1475,1776,
1476,1777,
1477,1776,
1478,1792,
1479,1776,
1480,1777,
1481,1761,
1482,1792,
1483,1841,
1484,1889,
1485,1872,
1486,1840,
1487,1793,
1488,1777,
1489,1793,
1490,1809,
1491,1809,
1492,1809,
1493,1777,
1494,1776,
1495,1760,
1496,1760,
1497,1808,
1498,1888,
1499,1905,
1500,1872,
1501,,0
1502,,1168
1503,,1169
1504,,1168
1505,,1169
1506,,1168
1507,,1168
1508,,1168
1509,,1169
1510,,1169
1511,,1169
1512,,1169
1513,,1169
1514,,1169
1515,,1169
1516,,1169
1517,,1169
1518,,1168
1519,,1169
1520,,1168
1521,,1169
1522,,1169
1523,,1169
1524,,1169
1525,,1168
1526,,1169
1527,,1168
1528,,1169
1529,,1169
1530,,1169
1531,,1168
1532,,1169
1533,,1169
1534,,1168
1535,,1168
1536,,1169
1537,,1169
1538,,1168
1539,,1168
1540,,1169
1541,,1169
1542,,1169
1543,,1169
1544,,1169
1545,,1169
1546,,1169
1547,,1169
1548,,1168
1549,,1168
1550,,1152
1551,1840,
1552,1825,
1553,1793,
1554,1809,
1555,1808,
1556,1809,
1557,1825,
1558,1793,
1559,1761,
1560,1744,
1561,1761,
1562,1793,
1563,1840,
1564,1905,
1565,1904,
1566,1888,
1567,1840,
1568,1809,
1569,1825,
1570,1809,
1571,1808,
1572,1808,
1573,1808,
1574,1792,
1575,1761,
1576,1744,
1577,1760,
1578,1793,
1579,1856,
1580,1904,
1581,1921,
1582,1873,
1583,1824,
1584,1792,
1585,1809,
1586,1825,
1587,1792,
1588,1809,
1589,1792,
1590,1777,
1591,1760,
1592,1761,
1593,1760,
1594,1760,
1595,1777,
1596,1841,
1597,1904,
1598,1889,
1599,1856,
1600,1809,
1601,,0
1602,,1168
1603,,1168
1604,,1153
1605,,1153
1606,,1153
1607,,1152
1608,,1153
1609,,1152
1610,,1152
1611,,1152
1612,,1153
1613,,1153
1614,,1152
1615,,1153
1616,,1153
1617,,1152
1618,,1152
1619,,1152
1620,,1153
1621,,1153
1622,,1153
1623,,1153
1624,,1153
1625,,1153
1626,,1152
1627,,1153
1628,,1153
1629,,1152
1630,,1152
1631,,1152
1632,,1152
1633,,1152
1634,,1153
1635,,1153
1636,,1152
1637,,1153
1638,,1153
1639,,1153
1640,,1152
1641,,1152
1642,,1153
1643,,1152
1644,,1153
1645,,1152
1646,,1153
1647,,1137
1648,,1152
1649,,1152
1650,,1136
1651,1776,
1652,1777,
1653,1793,
1654,1777,
1655,1777,
1656,1777,
1657,1760,
1658,1745,
1659,1728,
1660,1745,
1661,1760,
1662,1761,
1663,1761,
1664,1808,
1665,1840,
1666,1857,
1667,1825,
1668,1793,
1669,1761,
1670,1761,
1671,1761,
1672,1777,
1673,1761,
1674,1744,
1675,1745,
1676,1728,
1677,1745,
1678,1729,
1679,1728,
1680,1792,
1681,1841,
1682,1857,
1683,1793,
1684,1760,
1685,1745,
1686,1744,
1687,1777,
1688,1776,
1689,1761,
1690,1745,
1691,1729,
1692,1713,
1693,1729,
1694,1728,
1695,1760,
1696,1809,
1697,1808,
1698,1792,
1699,1777,
1700,1761,
1701,,0
1702,,1136
1703,,1137
1704,,1137
1705,,1137
1706,,1136
1707,,1137
1708,,1136
1709,,1137
1710,,1137
1711,,1137
1712,,1136
1713,,1136
1714,,1136
1715,,1136
1716,,1136
1717,,1136
1718,,1136
1719,,1137
1720,,1137
1721,,1136
1722,,1136
1723,,1137
1724,,1137
1725,,1137
1726,,1137
1727,,1137
1728,,1137
1729,,1137
1730,,1136
1731,,1136
1732,,1121
1733,,1137
1734,,1121
1735,,1121
1736,,1120
1737,,1121
1738,,1120
1739,,1120
1740,,1121
1741,,1120
1742,,1121
1743,,1120
1744,,1120
1745,,1121
1746,,1120
1747,,1121
1748,,1121
1749,,1120
1750,,1120
1751,1760,
1752,1728,
1753,1761,
1754,1777,
1755,1745,
1756,1729,
1757,1728,
1758,1713,
1759,1728,
1760,1761,
1761,1792,
1762,1793,
1763,1761,
1764,1728,
1765,1696,
1766,1713,
1767,1745,
1768,1761,
1769,1744,
1770,1729,
1771,1712,
1772,1697,
1773,1712,
1774,1761,
1775,1777,
1776,1760,
1777,1729,
1778,1697,
1779,1697,
1780,1713,
1781,1712,
1782,1712,
1783,1713,
1784,1696,
1785,1696,
1786,1712,
1787,1761,
1788,1776,
1789,1760,
1790,1729,
1791,1696,
1792,1680,
1793,1697,
1794,1712,
1795,1712,
1796,1713,
1797,1696,
1798,1681,
1799,1729,
1800,1777,
1801,,0
1802,,1120
1803,,1120
1804,,1120
1805,,1121
1806,,1120
1807,,1105
1808,,1105
1809,,1105
1810,,1105
1811,,1104
1812,,1104
1813,,1105
1814,,1105
1815,,1104
1816,,1105
1817,,1104
1818,,1105
1819,,1104
1820,,1104
1821,,1105
1822,,1104
1823,,1089
1824,,1088
1825,,1088
1826,,1088
1827,,1088
1828,,1089
1829,,1089
1830,,1089
1831,,1088
1832,,1088
1833,,1072
1834,,1073
1835,,1073
1836,,1072
1837,,1073
1838,,1073
1839,,1072
1840,,1072
1841,,1072
1842,,1073
1843,,1073
1844,,1072
1845,,1072
1846,,1073
1847,,1072
1848,,1072
1849,,1056
1850,,1056
1851,1777,
1852,1761,
1853,1728,
1854,1713,
1855,1697,
1856,1713,
1857,1713,
1858,1712,
1859,1712,
1860,1696,
1861,1680,
1862,1728,
1863,1776,
1864,1792,
1865,1760,
1866,1712,
1867,1697,
1868,1696,
1869,1712,
1870,1712,
1871,1712,
1872,1697,
1873,1713,
1874,1728,
1875,1697,
1876,1697,
1877,1680,
1878,1665,
1879,1665,
1880,1649,
1881,1680,
1882,1729,
1883,1776,
1884,1793,
1885,1760,
1886,1713,
1887,1696,
1888,1680,
1889,1696,
1890,1713,
1891,1696,
1892,1696,
1893,1681,
1894,1681,
1895,1664,
1896,1681,
1897,1681,
1898,1681,
1899,1680,
1900,1744,
1901,,0
1902,,1057
1903,,1057
1904,,1056
1905,,1057
1906,,1057
1907,,1056
1908,,1056
1909,,1056
1910,,1056
1911,,1057
1912,,1056
1913,,1056
1914,,1057
1915,,1056
1916,,1057
1917,,1057
1918,,1056
1919,,1056
1920,,1057
1921,,1056
1922,,1056
1923,,1056
1924,,1057
1925,,1056
1926,,1056
1927,,1057
1928,,1056
1929,,1041
1930,,1041
1931,,1040
1932,,1040
1933,,1040
1934,,1041
1935,,1041
1936,,1041
1937,,1041
1938,,1040
1939,,1040
1940,,1041
1941,,1041
1942,,1040
1943,,1041
1944,,1041
1945,,1040
1946,,1041
1947,,1041
1948,,1040
1949,,1041
1950,,1041
1951,1793,
1952,1760,
1953,1712,
1954,1697,
1955,1697,
1956,1696,
1957,1697,
1958,1712,
1959,1696,
1960,1697,
1961,1681,
1962,1681,
1963,1681,
1964,1665,
1965,1665,
1966,1665,
1967,1680,
1968,1697,
1969,1745,
1970,1744,
1971,1697,
1972,1665,
1973,1648,
1974,1633,
1975,1649,
1976,1648,
1977,1649,
1978,1632,
1979,1633,
1980,1648,
1981,1649,
1982,1664,
1983,1648,
1984,1633,
1985,1665,
1986,1696,
1987,1728,
1988,1712,
1989,1680,
1990,1665,
1991,1648,
1992,1649,
1993,1648,
1994,1680,
1995,1665,
1996,1633,
1997,1633,
1998,1649,
1999,1649,
2000,1649,
2001,,0
2002,,1057
2003,,1040
2004,,1041
2005,,1041
2006,,1041
2007,,1041
2008,,1040
2009,,1040
2010,,1040
2011,,1041
2012,,1041
2013,,1040
2014,,1040
2015,,1041
2016,,1041
2017,,1041
2018,,1040
2019,,1040
2020,,1041
2021,,1041
2022,,1041
2023,,1041
2024,,1056
2025,,1056
2026,,1056
2027,,1056
2028,,1056
2029,,1040
2030,,1041
2031,,1056
2032,,1057
2033,,1041
2034,,1040
2035,,1057
2036,,1056
2037,,1056
2038,,1057
2039,,1057
2040,,1057
2041,,1057
2042,,1056
2043,,1056
2044,,1056
2045,,1057
2046,,1057
2047,,1057
2048,,1056
2049,,1056
2050,,1057
2051,1648,
2052,1648,
2053,1712,
2054,1728,
2055,1712,
2056,1696,
2057,1665,
2058,1632,
2059,1633,
2060,1633,
2061,1648,
2062,1664,
2063,1664,
2064,1665,
2065,1632,
2066,1649,
2067,1665,
2068,1665,
2069,1665,
2070,1680,
2071,1713,
2072,1680,
2073,1665,
2074,1648,
2075,1649,
2076,1665,
2077,1664,
2078,1680,
2079,1664,
2080,1648,
2081,1648,
2082,1664,
2083,1665,
2084,1664,
2085,1664,
2086,1664,
2087,1696,
2088,1697,
2089,1697,
2090,1681,
2091,1680,
2092,1648,
2093,1648,
2094,1681,
2095,1648,
2096,1633,
2097,1633,
2098,1649,
2099,1648,
2100,1632,
2101,,0
2102,,1057
2103,,1056
2104,,1057
2105,,1056
2106,,1057
2107,,1057
2108,,1056
2109,,1057
2110,,1056
2111,,1057
2112,,1056
2113,,1057
2114,,1057
2115,,1056
2116,,1057
2117,,1056
2118,,1056
2119,,1056
2120,,1057
2121,,1057
2122,,1056
2123,,1057
2124,,1056
2125,,1056
2126,,1057
2127,,1056
2128,,1057
2129,,1057
2130,,1056
2131,,1057
2132,,1057
2133,,1057
2134,,1057
2135,,1056
2136,,1057
2137,,1057
2138,,1040
2139,,1056
2140,,1057
2141,,1056
